Date,Location,Store_ID,Product_Category,Product_ID,Product_Name,Units_Sold,Unit_Price,Discount_Offered (%),Payment_Method,Customer_Age_Group,Customer_Gender,Sales_Representative_ID,Customer_Rating
01-02-2023,Kolkata,CROMA-4914,Mobile Phones,P-72414,Mobile Phones 7,2,38901.51,15,Credit Card,36-45,Female,SR-212,4.9
21-02-2023,Mumbai,CROMA-5743,Mobile Phones,P-96418,Mobile Phones 14,3,27077.59,5,Cash,36-45,Female,SR-329,3.9
27-02-2023,Ahmedabad,CROMA-3839,Laptops,P-41962,Laptops 5,5,43786.35,0,EMI,46-60,Male,SR-615,4.7
04-02-2023,Chennai,CROMA-1053,Mobile Phones,P-94480,Mobile Phones 8,5,6912.14,15,EMI,18-25,Female,SR-243,4
03-02-2023,Kolkata,CROMA-8303,Mobile Phones,P-68397,Mobile Phones 16,7,15814.55,5,Cash,36-45,Female,SR-508,4
24-03-2023,Delhi,CROMA-1647,Mobile Phones,P-58678,Mobile Phones 2,9,7082.51,5,EMI,46-60,Male,SR-724,3.2
21-03-2023,Bangalore,CROMA-9786,Televisions,P-50870,Televisions 12,9,28921.46,10,Credit Card,36-45,Non-Binary,SR-150,4.5
09-03-2023,Pune,CROMA-3510,Mobile Phones,P-64311,Mobile Phones 15,2,20621.15,0,EMI,18-25,Female,SR-841,4.5
19-03-2023,Hyderabad,CROMA-3410,Cameras,P-58333,Cameras 3,9,44994.67,5,Debit Card,36-45,Male,SR-294,3.9
15-03-2023,Hyderabad,CROMA-7619,Mobile Phones,P-39069,Mobile Phones 4,5,13713.75,5,EMI,18-25,Non-Binary,SR-547,4.6
10-03-2023,Bangalore,CROMA-5169,Home Appliances,P-71875,Home Appliances 6,5,27906.15,5,Credit Card,18-25,Male,SR-927,3.7
09-03-2023,Kolkata,CROMA-5742,Cameras,P-69872,Cameras 6,5,34038.73,10,Credit Card,26-35,Female,SR-190,3.9
04-03-2023,Hyderabad,CROMA-6513,Home Appliances,P-36850,Home Appliances 19,8,32223.34,0,UPI,18-25,Non-Binary,SR-890,3.2
27-03-2023,Delhi,CROMA-4948,Laptops,P-11686,Laptops 7,6,46231.42,0,Credit Card,18-25,Non-Binary,SR-934,3.2
09-03-2023,Pune,CROMA-4284,Home Appliances,P-34362,Home Appliances 17,9,41787.33,5,Credit Card,26-35,Non-Binary,SR-790,3.4
03-03-2023,Ahmedabad,CROMA-8867,Televisions,P-87754,Televisions 10,8,17740.03,15,Cash,26-35,Male,SR-851,4
14-03-2023,Kolkata,CROMA-1096,Mobile Phones,P-94761,Mobile Phones 20,7,12908.08,15,Cash,46-60,Female,SR-547,3.1
19-03-2023,Pune,CROMA-5162,Cameras,P-36345,Cameras 15,1,30982.89,5,Cash,26-35,Non-Binary,SR-472,3.6
19-03-2023,Chennai,CROMA-7153,Laptops,P-70869,Laptops 16,4,36221.06,5,Cash,18-25,Male,SR-620,3.8
02-03-2023,Ahmedabad,CROMA-7087,Televisions,P-57205,Televisions 3,8,19660.59,5,UPI,26-35,Female,SR-504,4.4
20-03-2023,Kolkata,CROMA-3964,Cameras,P-49227,Cameras 2,7,17218.94,0,EMI,46-60,Male,SR-407,4.5
06-03-2023,Hyderabad,CROMA-6506,Mobile Phones,P-94155,Mobile Phones 11,4,12154.07,10,EMI,18-25,Female,SR-567,3.7
19-03-2023,Bangalore,CROMA-5690,Home Appliances,P-65549,Home Appliances 20,9,5574.35,10,Cash,18-25,Male,SR-626,3.2
05-03-2023,Mumbai,CROMA-2210,Mobile Phones,P-16995,Mobile Phones 10,9,22420.96,10,UPI,26-35,Female,SR-826,3.1
28-03-2023,Kolkata,CROMA-2294,Cameras,P-78041,Cameras 4,5,15779.33,0,Debit Card,46-60,Female,SR-679,4.5
03-03-2023,Delhi,CROMA-2650,Home Appliances,P-35796,Home Appliances 17,3,12558.9,0,EMI,36-45,Male,SR-622,4.1
12-03-2023,Ahmedabad,CROMA-2404,Televisions,P-92844,Televisions 1,8,41520.5,0,EMI,18-25,Non-Binary,SR-414,3
06-03-2023,Hyderabad,CROMA-7775,Laptops,P-67085,Laptops 18,5,34134.19,10,Cash,18-25,Male,SR-286,4.1
13-03-2023,Delhi,CROMA-6468,Cameras,P-61992,Cameras 7,9,12117.45,10,EMI,26-35,Male,SR-752,3.1
06-03-2023,Bangalore,CROMA-9975,Televisions,P-94675,Televisions 3,3,28922.15,10,Debit Card,26-35,Male,SR-223,3.5
26-03-2023,Hyderabad,CROMA-9269,Laptops,P-67531,Laptops 13,5,23834.73,5,Cash,46-60,Non-Binary,SR-106,4.5
09-03-2023,Bangalore,CROMA-8880,Mobile Phones,P-42869,Mobile Phones 8,10,28771.42,5,Credit Card,18-25,Male,SR-539,4.8
04-03-2023,Mumbai,CROMA-6606,Televisions,P-14170,Televisions 8,3,6427.87,0,EMI,26-35,Non-Binary,SR-741,3.1
16-03-2023,Ahmedabad,CROMA-9636,Mobile Phones,P-24566,Mobile Phones 19,1,18372.56,15,EMI,26-35,Non-Binary,SR-630,4.5
10-03-2023,Chennai,CROMA-8651,Home Appliances,P-94186,Home Appliances 5,3,44330.39,5,UPI,18-25,Female,SR-759,3.2
11-03-2023,Hyderabad,CROMA-5958,Televisions,P-97512,Televisions 11,2,21283.01,15,UPI,18-25,Male,SR-912,3.1
21-03-2023,Mumbai,CROMA-8272,Home Appliances,P-22545,Home Appliances 13,4,33432.39,0,UPI,46-60,Male,SR-714,4.9
20-03-2023,Chennai,CROMA-6101,Laptops,P-20270,Laptops 13,6,27140.43,10,UPI,36-45,Male,SR-731,4.1
14-03-2023,Delhi,CROMA-7071,Home Appliances,P-69817,Home Appliances 5,9,13464.3,0,Credit Card,36-45,Non-Binary,SR-800,3.5
09-03-2023,Hyderabad,CROMA-9420,Cameras,P-83061,Cameras 11,10,31530.71,15,Cash,46-60,Male,SR-537,4
06-03-2023,Kolkata,CROMA-3215,Cameras,P-92220,Cameras 1,5,17739.97,10,Credit Card,26-35,Female,SR-683,4.5
02-03-2023,Hyderabad,CROMA-6663,Mobile Phones,P-44045,Mobile Phones 8,7,43715.12,15,Credit Card,26-35,Male,SR-210,4.3
21-03-2023,Pune,CROMA-1898,Televisions,P-94366,Televisions 4,10,43356.3,5,UPI,18-25,Male,SR-893,4.2
14-03-2023,Delhi,CROMA-6318,Laptops,P-21745,Laptops 17,4,20599.14,10,UPI,18-25,Non-Binary,SR-785,4.8
24-03-2023,Chennai,CROMA-4584,Televisions,P-92261,Televisions 11,5,17695.99,15,Credit Card,36-45,Male,SR-330,4.3
11-03-2023,Delhi,CROMA-5908,Televisions,P-46722,Televisions 12,3,34662.93,0,Debit Card,18-25,Female,SR-828,4.4
20-03-2023,Bangalore,CROMA-1993,Televisions,P-15445,Televisions 19,5,33134.43,5,EMI,26-35,Female,SR-530,3.2
13-03-2023,Hyderabad,CROMA-2636,Mobile Phones,P-87713,Mobile Phones 3,6,9473.79,10,UPI,18-25,Male,SR-747,4.3
26-03-2023,Mumbai,CROMA-1854,Laptops,P-16534,Laptops 6,8,17775.66,5,Cash,46-60,Non-Binary,SR-976,4.9
15-03-2023,Chennai,CROMA-7570,Cameras,P-40254,Cameras 18,2,42327.94,0,UPI,46-60,Non-Binary,SR-193,3.9
11-03-2023,Ahmedabad,CROMA-5786,Mobile Phones,P-95615,Mobile Phones 19,7,44580.02,10,EMI,26-35,Male,SR-465,4.7
01-03-2023,Delhi,CROMA-8609,Cameras,P-57850,Cameras 19,4,5065.06,0,Debit Card,18-25,Male,SR-118,3.7
16-03-2023,Pune,CROMA-6954,Laptops,P-12750,Laptops 17,3,25741.45,10,Cash,46-60,Male,SR-167,3.2
06-03-2023,Pune,CROMA-7990,Cameras,P-48608,Cameras 18,3,27020.27,15,Cash,26-35,Female,SR-460,3.3
22-03-2023,Chennai,CROMA-2723,Televisions,P-97596,Televisions 6,8,44036.97,0,EMI,18-25,Non-Binary,SR-647,4.9
03-03-2023,Bangalore,CROMA-1598,Home Appliances,P-57584,Home Appliances 1,10,31003.9,5,Cash,18-25,Male,SR-181,4.3
12-03-2023,Mumbai,CROMA-3077,Cameras,P-97494,Cameras 11,9,20809.35,15,Debit Card,46-60,Female,SR-789,4.2
18-03-2023,Delhi,CROMA-6120,Laptops,P-16402,Laptops 20,8,9091.33,0,Credit Card,46-60,Non-Binary,SR-720,5
16-03-2023,Delhi,CROMA-8341,Laptops,P-36355,Laptops 7,7,31765.68,15,EMI,18-25,Male,SR-717,4.9
02-03-2023,Hyderabad,CROMA-3665,Laptops,P-28818,Laptops 15,3,19023.09,5,UPI,26-35,Non-Binary,SR-197,3.2
19-03-2023,Kolkata,CROMA-1232,Laptops,P-32221,Laptops 20,10,8010.42,0,Debit Card,26-35,Female,SR-770,4.9
24-03-2023,Kolkata,CROMA-6898,Laptops,P-57114,Laptops 8,1,39283.03,10,Cash,26-35,Non-Binary,SR-682,3.8
08-03-2023,Hyderabad,CROMA-8521,Home Appliances,P-17664,Home Appliances 19,10,33581.57,0,UPI,18-25,Non-Binary,SR-543,3.4
13-03-2023,Bangalore,CROMA-6224,Home Appliances,P-92532,Home Appliances 2,10,16851.27,15,UPI,18-25,Female,SR-800,5
18-03-2023,Delhi,CROMA-7723,Televisions,P-80838,Televisions 7,6,28301.18,0,Cash,26-35,Female,SR-656,3.3
11-03-2023,Mumbai,CROMA-2479,Televisions,P-54322,Televisions 6,1,18601.66,10,UPI,18-25,Non-Binary,SR-667,4
15-03-2023,Mumbai,CROMA-4752,Mobile Phones,P-95647,Mobile Phones 3,8,5702.9,10,Debit Card,26-35,Male,SR-600,4.2
09-03-2023,Bangalore,CROMA-7456,Mobile Phones,P-83800,Mobile Phones 14,4,35608.76,15,Debit Card,18-25,Male,SR-970,3.8
28-03-2023,Mumbai,CROMA-8943,Laptops,P-82746,Laptops 15,3,36631,0,UPI,26-35,Non-Binary,SR-576,3.1
02-03-2023,Mumbai,CROMA-6556,Televisions,P-19757,Televisions 7,4,33699.81,5,Cash,26-35,Female,SR-842,4.8
06-03-2023,Hyderabad,CROMA-8249,Mobile Phones,P-33478,Mobile Phones 6,10,30371.85,5,Debit Card,26-35,Non-Binary,SR-983,3.3
20-03-2023,Bangalore,CROMA-1527,Home Appliances,P-61517,Home Appliances 11,5,27668.91,15,EMI,18-25,Female,SR-325,3.9
27-03-2023,Bangalore,CROMA-8019,Cameras,P-98561,Cameras 17,5,49187.98,5,Cash,46-60,Female,SR-336,3.2
27-03-2023,Chennai,CROMA-9032,Home Appliances,P-52600,Home Appliances 3,5,5953.1,10,Debit Card,26-35,Male,SR-127,4.8
22-03-2023,Chennai,CROMA-1305,Laptops,P-12517,Laptops 8,10,40329.24,0,UPI,46-60,Male,SR-698,4.9
22-03-2023,Kolkata,CROMA-5000,Laptops,P-26205,Laptops 9,2,34216.18,10,Credit Card,46-60,Female,SR-869,4.8
20-03-2023,Hyderabad,CROMA-8219,Cameras,P-55684,Cameras 9,4,40570.27,10,UPI,46-60,Non-Binary,SR-413,3.8
14-03-2023,Hyderabad,CROMA-5817,Mobile Phones,P-65879,Mobile Phones 18,1,20760.67,0,UPI,26-35,Female,SR-806,3.6
20-03-2023,Chennai,CROMA-7336,Home Appliances,P-46706,Home Appliances 6,7,19322.95,5,Cash,46-60,Non-Binary,SR-849,3.7
11-03-2023,Mumbai,CROMA-6897,Home Appliances,P-38033,Home Appliances 6,6,9536.28,5,UPI,26-35,Male,SR-879,3.1
03-03-2023,Mumbai,CROMA-8887,Televisions,P-83394,Televisions 11,4,45907.4,15,Credit Card,46-60,Male,SR-833,3.6
17-03-2023,Kolkata,CROMA-8373,Televisions,P-43326,Televisions 5,9,11463.47,0,Debit Card,26-35,Male,SR-740,4.6
26-03-2023,Bangalore,CROMA-9453,Home Appliances,P-95903,Home Appliances 15,4,26791.08,5,Cash,46-60,Male,SR-779,3.8
27-03-2023,Delhi,CROMA-6458,Laptops,P-70960,Laptops 15,3,12508.49,10,UPI,46-60,Female,SR-612,4.3
12-03-2023,Ahmedabad,CROMA-8378,Laptops,P-98934,Laptops 3,5,34444.07,5,UPI,18-25,Non-Binary,SR-288,4
21-03-2023,Mumbai,CROMA-9838,Home Appliances,P-64656,Home Appliances 9,10,41350.12,10,Cash,46-60,Female,SR-926,4.5
14-03-2023,Ahmedabad,CROMA-6553,Mobile Phones,P-13135,Mobile Phones 8,2,7864.4,10,Cash,46-60,Non-Binary,SR-760,4.9
06-03-2023,Delhi,CROMA-3028,Home Appliances,P-49570,Home Appliances 8,4,21227.15,5,EMI,36-45,Non-Binary,SR-404,3.4
20-03-2023,Delhi,CROMA-8318,Cameras,P-75819,Cameras 8,8,23079.5,10,Debit Card,18-25,Non-Binary,SR-586,5
03-03-2023,Hyderabad,CROMA-5687,Televisions,P-51397,Televisions 14,3,13320.52,15,EMI,18-25,Female,SR-511,4.4
07-03-2023,Bangalore,CROMA-6025,Home Appliances,P-68256,Home Appliances 5,3,25636.77,0,Debit Card,26-35,Non-Binary,SR-539,4.2
24-03-2023,Mumbai,CROMA-2111,Televisions,P-10411,Televisions 14,1,30406.12,10,Cash,36-45,Male,SR-769,3.7
11-03-2023,Kolkata,CROMA-9672,Cameras,P-55643,Cameras 5,2,25400.67,0,UPI,46-60,Non-Binary,SR-251,4.5
18-03-2023,Chennai,CROMA-3075,Home Appliances,P-74208,Home Appliances 12,10,7523.5,10,Credit Card,26-35,Non-Binary,SR-152,5
04-03-2023,Chennai,CROMA-4562,Cameras,P-69586,Cameras 19,10,45246.47,15,EMI,26-35,Male,SR-215,4.2
02-03-2023,Bangalore,CROMA-8138,Laptops,P-76425,Laptops 18,6,46626.11,0,Debit Card,36-45,Female,SR-739,3.1
10-03-2023,Chennai,CROMA-1791,Televisions,P-14577,Televisions 5,8,46989,10,EMI,46-60,Male,SR-347,3.5
02-03-2023,Kolkata,CROMA-6815,Mobile Phones,P-52015,Mobile Phones 13,1,48457.31,15,UPI,46-60,Female,SR-250,3.7
10-03-2023,Kolkata,CROMA-2797,Televisions,P-34756,Televisions 2,10,49090.3,0,Credit Card,46-60,Female,SR-515,3.7
28-03-2023,Pune,CROMA-9425,Home Appliances,P-33389,Home Appliances 7,9,48398.46,10,UPI,36-45,Male,SR-343,3.9
01-03-2023,Hyderabad,CROMA-7551,Mobile Phones,P-86662,Mobile Phones 12,6,20597.84,0,Credit Card,36-45,Male,SR-569,4.9
10-03-2023,Bangalore,CROMA-8879,Mobile Phones,P-13453,Mobile Phones 7,10,35442.28,5,UPI,46-60,Non-Binary,SR-410,3.8
05-03-2023,Kolkata,CROMA-8117,Cameras,P-41344,Cameras 19,4,38516.91,10,Debit Card,36-45,Male,SR-273,4.1
27-03-2023,Chennai,CROMA-2377,Home Appliances,P-81919,Home Appliances 2,9,7828.18,10,EMI,36-45,Non-Binary,SR-702,4.5
27-03-2023,Hyderabad,CROMA-6521,Home Appliances,P-79434,Home Appliances 20,9,48101.2,15,Debit Card,36-45,Non-Binary,SR-972,4.5
08-04-2023,Delhi,CROMA-2297,Cameras,P-97577,Cameras 19,7,14491.67,0,Credit Card,36-45,Male,SR-612,3.8
12-04-2023,Kolkata,CROMA-9141,Laptops,P-40207,Laptops 20,3,29032.53,10,EMI,26-35,Non-Binary,SR-372,4.8
28-04-2023,Ahmedabad,CROMA-9865,Mobile Phones,P-58861,Mobile Phones 1,9,21137.56,5,Cash,26-35,Female,SR-799,4.4
26-04-2023,Pune,CROMA-4633,Home Appliances,P-29989,Home Appliances 13,3,33001.61,15,EMI,46-60,Non-Binary,SR-678,4.1
20-04-2023,Pune,CROMA-3177,Home Appliances,P-21687,Home Appliances 1,2,42733.31,15,Cash,26-35,Male,SR-364,4.3
09-04-2023,Bangalore,CROMA-9820,Televisions,P-12884,Televisions 17,3,48341.88,15,Cash,46-60,Male,SR-519,3.9
03-04-2023,Ahmedabad,CROMA-3581,Laptops,P-86457,Laptops 14,7,46751.74,10,UPI,36-45,Female,SR-181,4.1
05-04-2023,Ahmedabad,CROMA-1523,Televisions,P-14962,Televisions 11,3,30807.37,10,Cash,18-25,Male,SR-521,3.9
17-04-2023,Mumbai,CROMA-3924,Mobile Phones,P-15304,Mobile Phones 9,6,11596.17,5,EMI,46-60,Non-Binary,SR-911,4.7
17-04-2023,Kolkata,CROMA-2923,Mobile Phones,P-93251,Mobile Phones 13,2,24145.29,5,Credit Card,26-35,Non-Binary,SR-680,3.6
20-04-2023,Chennai,CROMA-1115,Home Appliances,P-30507,Home Appliances 4,2,11463.03,10,Cash,18-25,Non-Binary,SR-502,4.8
13-04-2023,Ahmedabad,CROMA-6337,Cameras,P-21542,Cameras 9,3,26916.74,5,Debit Card,26-35,Non-Binary,SR-800,4.6
07-04-2023,Ahmedabad,CROMA-6699,Televisions,P-87708,Televisions 7,1,34431.96,10,Credit Card,18-25,Non-Binary,SR-815,3.5
24-04-2023,Pune,CROMA-4189,Cameras,P-80666,Cameras 9,2,6152.76,15,Debit Card,46-60,Male,SR-879,3.7
15-04-2023,Mumbai,CROMA-6015,Home Appliances,P-88293,Home Appliances 11,1,49406.84,10,Debit Card,36-45,Non-Binary,SR-273,4.2
25-04-2023,Chennai,CROMA-9247,Mobile Phones,P-68565,Mobile Phones 8,8,10951.95,10,Credit Card,36-45,Male,SR-849,4.3
15-04-2023,Pune,CROMA-1120,Home Appliances,P-89177,Home Appliances 7,6,17963.83,15,Cash,36-45,Male,SR-912,4.8
18-04-2023,Delhi,CROMA-4278,Home Appliances,P-32812,Home Appliances 10,9,37238.44,15,Cash,46-60,Non-Binary,SR-921,3.4
03-04-2023,Pune,CROMA-8370,Laptops,P-16046,Laptops 15,10,11397.6,5,EMI,36-45,Male,SR-275,4.5
24-04-2023,Pune,CROMA-3006,Mobile Phones,P-90597,Mobile Phones 1,5,9256.24,10,EMI,46-60,Female,SR-355,3
25-04-2023,Kolkata,CROMA-6935,Home Appliances,P-71627,Home Appliances 11,2,24735.36,10,Credit Card,36-45,Non-Binary,SR-448,4.1
24-04-2023,Pune,CROMA-3799,Cameras,P-44089,Cameras 16,8,13146.22,15,Cash,46-60,Female,SR-442,3.1
04-04-2023,Mumbai,CROMA-7205,Mobile Phones,P-27011,Mobile Phones 20,4,45862.23,5,Debit Card,26-35,Female,SR-786,3.5
08-04-2023,Kolkata,CROMA-4294,Cameras,P-81382,Cameras 16,8,31746.12,5,Debit Card,26-35,Male,SR-783,3.1
17-04-2023,Mumbai,CROMA-6925,Mobile Phones,P-37402,Mobile Phones 7,5,31186.78,0,UPI,26-35,Non-Binary,SR-842,3.4
21-04-2023,Kolkata,CROMA-6705,Televisions,P-73296,Televisions 5,6,40287.66,0,Debit Card,26-35,Female,SR-791,3.2
05-04-2023,Pune,CROMA-8345,Laptops,P-71557,Laptops 3,8,40976.5,5,Debit Card,18-25,Female,SR-896,4.9
25-04-2023,Bangalore,CROMA-5385,Mobile Phones,P-17068,Mobile Phones 5,5,14578.26,15,Debit Card,36-45,Female,SR-621,3.6
15-04-2023,Hyderabad,CROMA-2133,Home Appliances,P-81113,Home Appliances 17,5,14661.88,0,UPI,46-60,Male,SR-912,4.6
02-04-2023,Ahmedabad,CROMA-1340,Laptops,P-17814,Laptops 4,7,15670.03,10,UPI,26-35,Non-Binary,SR-949,4.7
14-04-2023,Chennai,CROMA-9603,Home Appliances,P-68032,Home Appliances 13,1,18611.53,15,EMI,46-60,Female,SR-778,3.4
03-04-2023,Hyderabad,CROMA-9317,Cameras,P-77400,Cameras 9,2,22762.31,0,EMI,18-25,Female,SR-936,4.5
24-04-2023,Delhi,CROMA-3854,Mobile Phones,P-62583,Mobile Phones 7,7,46111.03,15,Cash,46-60,Non-Binary,SR-173,3.8
06-04-2023,Kolkata,CROMA-1465,Mobile Phones,P-93683,Mobile Phones 20,2,31206.94,5,EMI,46-60,Male,SR-351,3.2
28-04-2023,Bangalore,CROMA-1883,Home Appliances,P-52487,Home Appliances 9,5,41226.1,10,Credit Card,18-25,Male,SR-353,4.5
02-04-2023,Chennai,CROMA-7721,Laptops,P-86276,Laptops 11,10,8211.28,15,Cash,26-35,Female,SR-839,3.4
11-04-2023,Hyderabad,CROMA-1921,Cameras,P-70395,Cameras 16,7,27529.21,5,Debit Card,46-60,Male,SR-888,4.7
18-04-2023,Pune,CROMA-9635,Cameras,P-84590,Cameras 17,3,27556.4,5,UPI,36-45,Female,SR-870,4.5
12-04-2023,Kolkata,CROMA-1285,Home Appliances,P-83748,Home Appliances 4,3,9797.26,10,Credit Card,46-60,Male,SR-727,3.6
28-04-2023,Chennai,CROMA-4913,Home Appliances,P-62545,Home Appliances 14,3,28350.83,15,EMI,36-45,Female,SR-726,4.7
19-04-2023,Pune,CROMA-9871,Mobile Phones,P-28327,Mobile Phones 3,4,44270.76,5,Debit Card,36-45,Female,SR-862,3.8
15-04-2023,Chennai,CROMA-1003,Home Appliances,P-66952,Home Appliances 16,2,46946.27,0,UPI,18-25,Non-Binary,SR-565,3.3
15-04-2023,Chennai,CROMA-9125,Home Appliances,P-80776,Home Appliances 18,1,23366.09,0,EMI,26-35,Non-Binary,SR-864,4.4
26-04-2023,Hyderabad,CROMA-8563,Laptops,P-90632,Laptops 13,1,20764.25,15,EMI,36-45,Male,SR-539,3.4
09-04-2023,Chennai,CROMA-9068,Mobile Phones,P-96369,Mobile Phones 16,6,27723.48,10,UPI,36-45,Female,SR-774,3.6
15-04-2023,Mumbai,CROMA-1461,Cameras,P-80371,Cameras 19,4,42426.94,0,Debit Card,18-25,Female,SR-995,4.8
12-04-2023,Delhi,CROMA-3231,Televisions,P-83145,Televisions 4,3,8695.89,0,Debit Card,36-45,Female,SR-854,3.7
19-04-2023,Mumbai,CROMA-4514,Cameras,P-75887,Cameras 10,3,45592.73,10,UPI,46-60,Non-Binary,SR-592,3.2
12-04-2023,Hyderabad,CROMA-4515,Home Appliances,P-48237,Home Appliances 18,8,32025.03,5,Cash,18-25,Female,SR-138,3.8
10-04-2023,Kolkata,CROMA-5283,Mobile Phones,P-10539,Mobile Phones 12,7,23980.26,0,EMI,36-45,Non-Binary,SR-439,4.2
11-04-2023,Mumbai,CROMA-4246,Televisions,P-86933,Televisions 9,7,23496.49,0,Cash,36-45,Male,SR-685,4
14-04-2023,Bangalore,CROMA-6804,Televisions,P-86926,Televisions 13,5,39374.33,10,Credit Card,18-25,Female,SR-794,3.9
02-04-2023,Kolkata,CROMA-7655,Cameras,P-11732,Cameras 17,3,43577.47,5,Debit Card,36-45,Male,SR-619,3.4
21-04-2023,Pune,CROMA-8587,Home Appliances,P-40061,Home Appliances 8,3,21553.44,5,EMI,36-45,Male,SR-600,4
22-04-2023,Mumbai,CROMA-5933,Cameras,P-75832,Cameras 14,7,9457.07,0,UPI,36-45,Female,SR-255,4.5
23-04-2023,Bangalore,CROMA-8237,Home Appliances,P-63797,Home Appliances 1,1,34506.75,0,EMI,46-60,Non-Binary,SR-701,4
12-04-2023,Ahmedabad,CROMA-2752,Laptops,P-56997,Laptops 20,2,47801.51,0,EMI,46-60,Non-Binary,SR-320,3.7
01-04-2023,Mumbai,CROMA-1546,Televisions,P-77488,Televisions 11,1,13481.86,10,Credit Card,46-60,Non-Binary,SR-137,4
17-04-2023,Mumbai,CROMA-3938,Televisions,P-89997,Televisions 8,8,31072.1,5,Credit Card,46-60,Male,SR-287,3.1
18-04-2023,Pune,CROMA-8785,Laptops,P-23302,Laptops 5,10,18485.67,15,UPI,26-35,Male,SR-938,4.2
11-04-2023,Kolkata,CROMA-2104,Home Appliances,P-64047,Home Appliances 1,4,44255.7,5,Credit Card,18-25,Non-Binary,SR-168,3.5
16-04-2023,Hyderabad,CROMA-8667,Home Appliances,P-46078,Home Appliances 2,7,18516.08,10,Debit Card,26-35,Female,SR-424,3.9
26-04-2023,Pune,CROMA-2141,Home Appliances,P-27212,Home Appliances 5,8,9820.07,10,UPI,26-35,Female,SR-116,3.6
02-04-2023,Bangalore,CROMA-7400,Televisions,P-34834,Televisions 4,10,5422.87,10,EMI,26-35,Non-Binary,SR-936,4.1
11-04-2023,Hyderabad,CROMA-2973,Televisions,P-77327,Televisions 12,1,24154.08,10,Credit Card,18-25,Male,SR-465,3.3
12-04-2023,Chennai,CROMA-4008,Mobile Phones,P-12136,Mobile Phones 1,8,15976.46,0,EMI,46-60,Non-Binary,SR-708,4.8
13-04-2023,Chennai,CROMA-6639,Mobile Phones,P-78602,Mobile Phones 16,9,12760.1,5,UPI,46-60,Male,SR-723,3.8
18-04-2023,Ahmedabad,CROMA-2408,Laptops,P-67548,Laptops 3,1,23677.03,0,Credit Card,18-25,Non-Binary,SR-103,4.4
18-04-2023,Chennai,CROMA-7900,Cameras,P-31446,Cameras 9,7,24607.44,15,Credit Card,46-60,Female,SR-415,4
28-04-2023,Chennai,CROMA-9377,Laptops,P-80034,Laptops 18,10,24878.6,15,EMI,46-60,Female,SR-273,4.3
23-04-2023,Hyderabad,CROMA-5710,Home Appliances,P-90901,Home Appliances 15,4,34703.39,15,EMI,46-60,Female,SR-145,4.1
14-04-2023,Bangalore,CROMA-9409,Home Appliances,P-29076,Home Appliances 5,6,25875.46,5,Cash,36-45,Male,SR-844,4.9
06-04-2023,Bangalore,CROMA-2144,Home Appliances,P-75109,Home Appliances 11,3,23821.27,15,UPI,26-35,Female,SR-443,4.6
02-04-2023,Mumbai,CROMA-8767,Cameras,P-90746,Cameras 19,2,6356.64,10,UPI,18-25,Non-Binary,SR-688,3.3
07-04-2023,Hyderabad,CROMA-6839,Laptops,P-36190,Laptops 7,10,33476.31,0,EMI,46-60,Non-Binary,SR-742,3.1
07-04-2023,Kolkata,CROMA-2483,Laptops,P-90090,Laptops 20,5,20843.56,5,Credit Card,18-25,Non-Binary,SR-248,3.4
01-04-2023,Kolkata,CROMA-3967,Cameras,P-60080,Cameras 18,7,48968.05,15,EMI,36-45,Female,SR-727,3.4
14-04-2023,Pune,CROMA-6501,Home Appliances,P-14629,Home Appliances 14,1,34548.18,15,Cash,36-45,Male,SR-107,3.8
17-04-2023,Kolkata,CROMA-8268,Mobile Phones,P-82870,Mobile Phones 8,3,34797.58,0,UPI,26-35,Male,SR-570,3.3
18-04-2023,Kolkata,CROMA-5994,Mobile Phones,P-95490,Mobile Phones 16,7,26738.18,10,Debit Card,26-35,Non-Binary,SR-590,4.5
01-04-2023,Bangalore,CROMA-5290,Home Appliances,P-12327,Home Appliances 12,4,36980.65,15,Debit Card,18-25,Female,SR-436,4.8
20-04-2023,Hyderabad,CROMA-4311,Home Appliances,P-50382,Home Appliances 3,4,15979.33,10,Debit Card,36-45,Non-Binary,SR-846,3.2
02-04-2023,Kolkata,CROMA-7793,Mobile Phones,P-87042,Mobile Phones 18,10,6939.04,10,UPI,36-45,Female,SR-666,4.8
22-04-2023,Kolkata,CROMA-3227,Cameras,P-53970,Cameras 1,3,26598.81,15,EMI,46-60,Male,SR-194,3.8
17-04-2023,Pune,CROMA-6337,Mobile Phones,P-42593,Mobile Phones 18,2,19671.48,5,Cash,26-35,Male,SR-280,4.3
13-04-2023,Pune,CROMA-1057,Home Appliances,P-24058,Home Appliances 12,8,18079.73,15,Cash,36-45,Female,SR-296,3.7
14-04-2023,Pune,CROMA-1944,Cameras,P-64060,Cameras 16,5,14643.7,15,Debit Card,46-60,Female,SR-349,3.6
04-04-2023,Mumbai,CROMA-4167,Home Appliances,P-96493,Home Appliances 1,8,9725.31,15,Cash,18-25,Male,SR-498,4
26-04-2023,Ahmedabad,CROMA-9051,Home Appliances,P-10012,Home Appliances 2,5,7851.56,15,Debit Card,18-25,Male,SR-405,3.2
12-04-2023,Hyderabad,CROMA-8262,Laptops,P-59830,Laptops 19,6,21293.81,5,EMI,46-60,Male,SR-553,4.8
